id,data_criacao,titulo,cidade,estado,tipo_problema,resolvido:bool,conteudo,tipo_postagem,ordem_da_interacao,tipo_interacao,id_pai,nome_completo_empresa,nome_curto_empresa,site_empresa,categoria_empresa
SCcBCfWVGNf5H8f8,2017-03-24,Concessionária Roma Peugeot (Rua Uruguai - Rio de Janeiro) se nega a ressarcir prejuízos por ela causados ao consumidor.,Rio de Janeiro,RJ,Problema mecânico,False,"EMPRESA DE FUNDO DE QUINTA, TRATA-SE SEUS CLIENTES COMO [Editado pelo Reclame Aqui]... VÃO LONGE ASSIM...",interaction,1,FINAL_ANSWER,y-i90CDCumbiQLMC,PSA Peugeot Citroen,psa-peugeot-citroen,http://www.psa-peugeot-citroen.com.br,"['Fabricantes de Carros', 'Problemas com o Atendimento']"
-qUSZlFk-KXesFqk,2022-03-13,Parcelamento de fatura,São Paulo,SP,Renegociação de dívida,False,"Nunca fui de atrasar faturas e sempre tive bom relacionamento com a Porto Seguro cartões, infelizmente sofri um revez financeiro nos últimos meses e acabei atrasando e entrando no parcelamento de fatura. Infelizmente está ficando inviável pagar mesmo os parcelamentos pois os valores só crescem e acabo quitando apenas juros. Tentei contato via chat e não consegui retorno, todos os cartões oferecem uma negociação do valor total devido, mas essa opção não é oferecida pela Porto. Não quero ficar em atraso, mas dessa forma fica quase impossível manter os pagamentos. ",complaint,0,COMPLAINT,-qUSZlFk-KXesFqk,Porto Seguro Cartões e Financiamentos ,portoseg-s-a-credito-financiamento-e-investimento,http://www.portoseguro.com.br,"['Financeiras', 'Seguradoras']"
lo4X1q_i9UieSfQi,2022-03-24,Parcelamento de fatura,São Paulo,SP,Renegociação de dívida,False,"Olá Henrique, 

Em atenção à sua mensagem, entramos em contato nos telefones que constam em registro, celulares finais 02, 45 e 00, porém não obtivemos êxito. Após análise, será possível fazermos em exceção um acordo do saldo total do cartão. Neste caso, pedimos por gentileza, nos contatar através do telefone que informamos na mensagem que enviamos ao seu e-mail privativo. Assim faremos a simulação do acordo. 

Atenciosamente, 

Porto Seguro Cartões: 0800 727 2769 Central de Atendimento: 4004-3600 (Capitais), 0800 727 7477 (Demais Regiões) Para conversar com a Assistente Virtual Porto Seguro via WhatsApp, poderá adicionar o número 11 3003 9303 em sua agenda e iniciar uma conversa! (Atenção, nosso número não possui o 9 na frente, salve-o nesse formato). www.cartaoportoseguro.com.br ATENÇÃO: A Porto Seguro não solicita a senha do seu cartão e Portal do cliente em nenhuma ocasião e nunca retira o cartão em sua residência e/ou solicita o envio do cartão por correio. Fique atento!",interaction,1,ANSWER,-qUSZlFk-KXesFqk,Porto Seguro Cartões e Financiamentos ,portoseg-s-a-credito-financiamento-e-investimento,http://www.portoseguro.com.br,"['Financeiras', 'Seguradoras']"
LBjAILe-BNS5syF6,2022-04-01,Negativaçao indevida,São José dos Campos,SP,SPC-Serasa,False,"Tem uma negativaçao no meu nome na serasa pela caixa, já paguei essa dívida a mais de um mês, e agora foi acrescentada mais um valor a minha duvida de uma prestação que também está paga, já entrei em contato com a caixa, que disse já ter enviado solicitação pra serasa retirar a negativaçao há mais de quinze dias e nada da serasa de retirar, não sei mais o que fazer isso está me prejudicando muito.",complaint,0,COMPLAINT,LBjAILe-BNS5syF6,Serasa,serasa,http://www.serasaconsumidor.com.br,"['Sites e portais', 'Financeiras', 'Contact Center']"
KGo0hq8d0AgXpLDO,2022-04-01,Negativaçao indevida,São José dos Campos,SP,SPC-Serasa,False,"Olá, Patrícia!

Respondemos o seu questionamento através do e-mail que você cadastrou no Reclame Aqui. Caso não tenha mais acesso, recomendamos que atualize os dados no site para visualizar o nosso retorno.

Se preferir, estamos disponíveis também nos canais:
Facebook - www.facebook.com/serasa.com.br/
Central de ajuda - https://ajuda.serasa.com.br
Central de atendimento ao consumidor - 3003-6300 (Segunda à sexta-feira - 08h00 às 20h00).

Qualquer dúvida, conte com a gente!
Equipe Serasa.",interaction,1,ANSWER,LBjAILe-BNS5syF6,Serasa,serasa,http://www.serasaconsumidor.com.br,"['Sites e portais', 'Financeiras', 'Contact Center']"
8ipGdM5KpI4MmG22,2019-05-08,Calculam errado e reduzem o status,São Paulo,SP,Outro problema,False,"Durante 2018 houve muitos problemas de credito de milhas. Calcularam errado os acumulos e baixaram o status de Gold para Silver. Reclamei diversas vezes por telefone, enviamos diversos emails e ninguem mais responde ou atende...Lamentável",complaint,0,COMPLAINT,8ipGdM5KpI4MmG22,Avianca - TACA,avianca-taca,http://www.avianca.com,"['Companhias Aéreas', 'Problemas com o Site']"
8d65MJ6gEr1-SNvz,2019-05-09,Calculam errado e reduzem o status,São Paulo,SP,Outro problema,False,"Prezado Sr,


Agradecemos a mensagem recebida através do Reclame Aqui.

Nosso compromisso é trabalhar constantemente para que nossos clientes utilizem o melhor transporte aéreo internacional, com alto padrão de serviço, conforto e bom atendimento e por isso, sua opinião é muito importante para nós.

Agradecemos o seu contato e informamos que sua reclamação está em tratativa junto ao setores envueltos, entraremos em contato em breve para posicionálo (la).

Em caso de duvidas estamos a sua disposição para atendê-la sempre que necessário.

- Ligação Gratuita: 0800 891 8668.

- Atendimento a Deficientes Auditivos (ligação gratuita): 0800 891 1684.

- site: www.avianca.com  opção Contate-nos.",interaction,1,ANSWER,8ipGdM5KpI4MmG22,Avianca - TACA,avianca-taca,http://www.avianca.com,"['Companhias Aéreas', 'Problemas com o Site']"
Z-fKlKvieGlA55wl,2019-05-13,Calculam errado e reduzem o status,São Paulo,SP,Outro problema,False,Não deram qualquer solução. Pediram para mandar email novamente ao canal que já enviei email 3x.,interaction,2,FINAL_ANSWER,8ipGdM5KpI4MmG22,Avianca - TACA,avianca-taca,http://www.avianca.com,"['Companhias Aéreas', 'Problemas com o Site']"
HGw35QT0I0hD_9ce,2020-02-26,LIGAÇÕES INDESEJÁVEIS E ABUSIVAS,Palhoça,SC,Outro problema,False,"A empresa DATORA TELECOM com o número registrado 001131818181, esta me perturbando não só a mim mais minha mãe que tem 88 anos e também minha irmã. nos ligando diariamente, e o que é pior não nos deixam falar desligam descaradamente em nossa cara, nos fazendo de bobos. quando nos dão a chance de falar informamos que não conhecemos a pessoa que procuram, mas mesmo assim continuam nos ligando. Já informamos que não conhecemos e mesmo assim eles insistem em ligar, já solicitei que retirassem nosso número do cadastro, mas de nada adiantou, eles continuam ligando. Antes nos ligavam de outros números e agora que achei que tinha resolvido, voltaram novamente a nos importunar com outro número de telefone. 
Pelo amor de DEUS peço que seja resolvido, pois estou muito irritada com essa empresa, será que não perceberem que estão nos importunando, isso é uma falta de respeito com o consumidor. Se já falamos que não conhecemos a pessoa, já solicitamos a retirada do nosso número (48) 3242-3158 do cadastro e mesmo assim continuam nos importunando, e ainda são de uma falta de profissionalismo terrível, já que por diversas vezes desligam na cara da gente. 
Certos de sua atenção e compreensão estou no aguardo de uma solução.

Maria Aparecida Martins",complaint,0,COMPLAINT,HGw35QT0I0hD_9ce,DATORA | ARQIA,datora-telecom,http://www.datora.net,['Provedores e serv. de internet']
He0ZOlsQ2n54oAjI,2020-02-27,LIGAÇÕES INDESEJÁVEIS E ABUSIVAS,Palhoça,SC,Outro problema,False,"Prezada Senhora,

As ligações não partem da Datora, mas sim de nossos clientes.

Já tomamos as providências cabíveis para que as ligações cessem.

atenciosamente,

Datora Telecom",interaction,1,ANSWER,HGw35QT0I0hD_9ce,DATORA | ARQIA,datora-telecom,http://www.datora.net,['Provedores e serv. de internet']
wSlmY_jkzhJ_CHUl,2020-03-04,LIGAÇÕES INDESEJÁVEIS E ABUSIVAS,Palhoça,SC,Outro problema,False,"Boa tarde,
Conforme informado anteriormente a empresa Datora Telecom informou que estariam tomando providências cabíveis para que as ligações não ocorressem mais, infelizmente nada foi resolvido pois esta informação foi nos dada em 27/02/2020 e já estamos em 04/03/2020 e continuam nos ligando, ou melhor nos importunando.
Hoje mesmo atendi a ligação através do telefone 0011 31818181 e a atende foi muito educada pois me ouviu, já outros desligam na nossa cara. Ela me ouviu e eu pedi que fosse tirada do cadastro deles meu numero, e ela disse que já iria solicitar para o setor responsável, mas pelo jeito não foi feito. E o que é pior agora estão me ligando dos números 0011 31810609.
Por favor peço mais uma das milhares de vezes que pedi tirem meu número 48 3242-3158 do cadastro dessa empresa que procura por uma pessoa LEANDRO MARTINS, que já falei inúmera vezes que não conheço.",interaction,2,REPLY,HGw35QT0I0hD_9ce,DATORA | ARQIA,datora-telecom,http://www.datora.net,['Provedores e serv. de internet']
6xhBTZCoITlq042G,2020-03-04,LIGAÇÕES INDESEJÁVEIS E ABUSIVAS,Palhoça,SC,Outro problema,False,"Prezada Senhora,

Em que número a senhora está recebendo as ligações?

atenciosamente,

Datora Telecom",interaction,3,COMPANY_REPLY,HGw35QT0I0hD_9ce,DATORA | ARQIA,datora-telecom,http://www.datora.net,['Provedores e serv. de internet']
W86uUjhj6vWKOdnT,2020-03-04,LIGAÇÕES INDESEJÁVEIS E ABUSIVAS,Palhoça,SC,Outro problema,False,"48 3242-3158, só hoje 04/02/2020 foram mais de 4 vezes.",interaction,4,REPLY,HGw35QT0I0hD_9ce,DATORA | ARQIA,datora-telecom,http://www.datora.net,['Provedores e serv. de internet']
CwDGeX0h5WnpYiWt,2016-09-04,Falta de informação GEEK,Farroupilha,RS,Atraso na entrega,False,"Fiz um pedido dia 03/09 e recebi um e-mail de confirmação do pedido... mas só isso foi passado, no app da GEEK não tem informações... Nem sequer consta a informação de pedido confirmando na aba  meus pedidos , não informam se o pagamento foi aceito e nem o prazo de entrega do mesmo. Aguardo retorno das informações e se possível solucionar os probleminhas  relatados, melhora significativamente o serviço ao consumidor...",complaint,0,COMPLAINT,CwDGeX0h5WnpYiWt,Loja Mundo Geek,loja-mundo-geek,http://www.lojamundogeek.com.br,"['Relógios', 'Acessórios de Vestuário', 'Utilidades domésticas', 'Brinquedos e jogos', 'Material Escolar e Escritórios', 'Moda Infantil', 'Moda Masculina', 'Moda Feminina', 'Maquiagem']"
QEmA0CzZ5r-nODte,2016-09-24,Falta de informação GEEK,Farroupilha,RS,Atraso na entrega,False,"Olá Fabiano, 

Tentamos entrar em contato com o telefone registrado no cadastro da sua reclamação, mas não tivemos sucesso. 

Nós somos a Loja Mundo Geek e não realizamos vendas por app, aplicativos e nem temos aplicativos. 

Acreditamos que você confundiu a nossa loja com outra que possui a palavra Geek no nome, como a Geek Wish. Orientamos que você olhe o nome da loja que você comprou no e-mail de confirmação de pedido, entre em contato com ela e transfira esta reclamação para a mesma. 

Atenciosamente, 
Equipe de atendimento.",interaction,1,ANSWER,CwDGeX0h5WnpYiWt,Loja Mundo Geek,loja-mundo-geek,http://www.lojamundogeek.com.br,"['Relógios', 'Acessórios de Vestuário', 'Utilidades domésticas', 'Brinquedos e jogos', 'Material Escolar e Escritórios', 'Moda Infantil', 'Moda Masculina', 'Moda Feminina', 'Maquiagem']"
ZwVJJamC92NEKqv9,2021-04-01,Pneu com defeito de fabricação - Não pega balanceamento!!,Guaíba,RS,,True,"Comprei um kit de pneus Continental no referido site achei pneus e recebi em loja credenciada pela achei próximo a minha residência. Nessa efetuei instalação dos 4 pneus com balanceamento e geometria...após algumas semanas rodando em minha cidade...notei que direção tremia um pouco, mas pensando que era algo por ser zero os pneus poderia ser algo referente. No início de março sai de férias e finalmente coloquei o carro na estrada e aí a surpresa, acima de 80/100 km carro ficava incontrolável. Logo na primeira semana levei para fazer um segundo balanceamento e rodei por mais uma semana e nada, então levei novamente pela 3 na terceira semana de março e pedi para fazerem rodízio + balanceamento e nada! Logo todas informaram que pneus não pegam balanceamento pois estão com defeito de fabricação! Nossa foi um choque de realidade, afinal parcelei os pneus e carro está mais inseguro que os antigos carecas o qual não existia qualquer trepidação. Diante do exposto, solicito uma intervenção da achei pneus para tentar resolver a situação... Não posso ser [Editado pelo Reclame Aqui] e ficar nessa situação. Acredito que comprei em loja de nome e pneus de marca renomada globalmente. Reforço que não quero meu dinheiro de volta...apenas quero usufruir do meu veículo com pneus realmente novos e sem problemas de trepidação. Conto com o bom senso e atitude plausível da empresa Continental e agradeço o retorno desse em no máximo 10 dias. Obrigado Alexandre 51 996853888",complaint,0,COMPLAINT,ZwVJJamC92NEKqv9,Continental Pneus,continental-pneus,http://ajuda.conti.com.br,['Pneus']
POc8DjA3UGPCxWft,2021-04-01,Pneu com defeito de fabricação - Não pega balanceamento!!,Guaíba,RS,,True,"Olá, Alexandre!

Tudo bem?

Primeiramente agradecemos o seu contato e estamos aqui para ajudá-lo(a).

Nossa garantia é de 5 anos contra defeitos de fabricação, a partir da data de compra. Desta forma, é muito importante que uma análise técnica seja realizada, a fim de identificar o que houve com o seu pneu.

Encaminhamos maiores informações para o e-mail cadastrado aqui na plataforma. Caso não receba em sua caixa de entrada, por gentileza, verificar o spam e o lixo eletrônico.

Recomendamos a leitura do certificado de garantia dos pneus que se encontra disponível no link: http://bit.do/Conti-Certificado

Estamos aguardando seu breve retorno para darmos continuidade em seu atendimento.

Um abraço.

Equipe de Atendimento Continental Pneus",interaction,1,ANSWER,ZwVJJamC92NEKqv9,Continental Pneus,continental-pneus,http://ajuda.conti.com.br,['Pneus']
RdMPvqldLjTAHZ52,2021-04-06,Pneu com defeito de fabricação - Não pega balanceamento!!,Guaíba,RS,,True,"Boa tarde, Alexandre!

Tudo bem?

Por favor, pode nos informar se deu tudo certo com a análise de garantia?

Aguardamos seu retorno para seguirmos com o seu atendimento.

Obrigada.

Equipe de Atendimento Continental Pneus",interaction,2,COMPANY_REPLY,ZwVJJamC92NEKqv9,Continental Pneus,continental-pneus,http://ajuda.conti.com.br,['Pneus']
H-yCy8n9bw2Bmvtv,2021-04-08,Pneu com defeito de fabricação - Não pega balanceamento!!,Guaíba,RS,,True,"Boa tarde, Alexandre!

Tudo bem?

Por favor, pode nos informar se deu tudo certo com a análise de garantia?

Aguardamos seu retorno para seguirmos com o seu atendimento.

Obrigada.

Equipe de Atendimento Continental Pneus",interaction,3,COMPANY_REPLY,ZwVJJamC92NEKqv9,Continental Pneus,continental-pneus,http://ajuda.conti.com.br,['Pneus']
0Mbn_9m4sBNl_K3a,2021-04-20,Pneu com defeito de fabricação - Não pega balanceamento!!,Guaíba,RS,,True,"Demorou e houve certo desgaste, porem em 20/04 recebi retorno da Continetal oferecendo cortesia da troca dos pneus(4) por outros de mesmo tamanho e referencia. Logo, era o que eu preciso, apenas trocar e rodar com os pneus. Agradeço a continetal e a atendente Nadia pela conduçao e soluçao do caso(em andamento).",interaction,4,FINAL_ANSWER,ZwVJJamC92NEKqv9,Continental Pneus,continental-pneus,http://ajuda.conti.com.br,['Pneus']
OApp0zTAOqnlMb1d,2020-05-21,Reclamação,Belo Horizonte,MG,,False,"Eu comprei 02 medicamentos na eficácia no dia 09/04/2020, ácido e protetor solar,pageui 245 reais,eu pedi em capsulas e me mandaram em gel,pedi a troca e me mandaram o mesmo medicamento,estou nessa luta de troca,aja vieram no dia 20/05 recolheram o remédio errado e até então não me entregaram o medicamento correto. Como devo proceder?pois se trata de um medicamento importante. Onde fica a credibilidade? E confiança? Complicado. Decepcionada com o atendimento da eficácia.",complaint,0,COMPLAINT,OApp0zTAOqnlMb1d,Eficácia Farmácia de Manipulação,eficacia-farmacia-de-manipulacao,http://www.farmaciaeficacia.com.br,['Farmácia de manipulação']
1xpSJY5aQmV2kvyf,2020-05-31,Reclamação,Belo Horizonte,MG,,False,"Olá Maria de Fátima,

pedimos desculpas pelo transtorno.

Rastreamos todas as conversamos e localizamos um erro de nosso setor de vendas que não se atentou a informação repassada sobre os dois medicamentos em cápsulas.

O novo produto já foi manipulado e enviado para entrega.


Desejamos sucesso no tratamento e me coloco a disposição através do e-mail: neila@farmaciaeficacia.com.br

Atenciosamente,

Neila",interaction,1,ANSWER,OApp0zTAOqnlMb1d,Eficácia Farmácia de Manipulação,eficacia-farmacia-de-manipulacao,http://www.farmaciaeficacia.com.br,['Farmácia de manipulação']
Qj8F4Rrovv90RSNP,2022-04-07,Motorista cobrou duas vezes,Uberlândia,MG,Cobrança indevida,False,"A opçao de pagamento estava por cartao, o motorista passou o cartao e disse que nao foi aprovado, e exigiu que fosse feito um pix naquele exato momento, entai fizemos o pix, ao consultar o extrato do banco, vi que foi debitado tambem o valor no cartao, entao pagamos duas vezes, quero uma soluçao. Nome no app é Juliana",complaint,0,COMPLAINT,Qj8F4Rrovv90RSNP,99 (App),99taxis,http://99app.com,"['Táxi', 'Aluguel de Carros', 'Aplicativos']"
I_C_iyNxY3JC8FUg,2022-04-07,Motorista cobrou duas vezes,Uberlândia,MG,Cobrança indevida,False,"Olá, Adriano.

Agradecemos o contato e esperamos que você esteja bem.

Entendemos que é a primeira vez que isso acontece e por isso, como forma de exceção, aprovamos um cupom de desconto no valor informado.

Vamos orientar o motorista sobre não efetuar nenhum tipo de cobrança nesses casos e também vamos analisar o perfil dele.

Ah, enquanto a sua corrida estiver em andamento, vai aparecer na tela da corrida, o modo de pagamento, então se for cartão dentro do aplicativo você vai ter a visão dos últimos 4 números do cartão cadastrado.

Se você esquecer qual foi a forma de pagamento solicitada, é só olhar nesta opção aqui, que vai aparecer enquanto a corrida estiver em andamento. 

Além disso, o cartão cadastrado sempre vai ser a forma principal de pagamento, então se você quiser solicitar uma corrida em dinheiro, é necessário alterar a forma de pagamento.

Se o seu cartão estiver bloqueado, sem saldo ou outro motivo que não deixe que a cobrança seja efetuada, pedimos que não pague direto ao motorista, beleza? Ele não vai se prejudicar com isso e quando o seu cartão estiver pronto para receber o pagamento, a cobrança vai ser feita de forma automática. Se você trocou de cartão, é só adicionar o novo.

Ficamos inteiramente à disposição! 

Atenciosamente,

Erick
Equipe 99App",interaction,1,ANSWER,Qj8F4Rrovv90RSNP,99 (App),99taxis,http://99app.com,"['Táxi', 'Aluguel de Carros', 'Aplicativos']"
K3cdaFQEWaemV7JQ,2022-03-25,Estorno de valor mas continua retido ,Juazeiro,BA,Estorno do valor pago,False,"Bom dia!

Possuo uma pequena empresa (iniciante) de buffet, e no dia 16/03 realizei a venda de 12mil reais para receber, pois a taxa repassei para o cliente, mas logo mais foi realizado o estorno por solicitação do cliente, pois teve um probleminha, porém após a resolução do problema, realizei novamente a venda no dia 18/03. Acontece que o valor ficou disponível no saldo e quando foi dia 21/03, que deveria realizar a transferência do valor para minha conta e assim começar a produção da encomenda, o valor não estava disponível. Fui verificar minha caixa de e-mail e vi uma mensagem da STONE informando o descredenciamento do meu contrato com a maquininha, conforme uma cláusula. Porém não entendi o que aconteceu para esse valor ficar retido. Acredito que como vendedora tenho a opção de vender o valor que eu precisar, e se foi passado no cartão da minha cliente, não tem porque reter o valor. Outra indagação é a forma de comunicado da empresa, apenas por e-mail. A stone deveria entrar em contato comigo e com a minha cliente para ciência do valor e não reter o valor apenas com um comunicado por e-mail.
No dia 21/03, após ler o e-mail, realizei o estorno do valor, uma vez que havia perdido a maquininha não tinha porque deixar o valor no saldo e uma vez que tem a opção de estornar, então entendi que estornando, poderia resolver o problema, mas não, o problema continua e a STONE INFORMOU que será analisada a situação em no MÍNIMO 120 dias para após disso liberar o pagamento ou estornar o valor.
Minha revolta e injúria é que o valor está retido para mim como vendedora e para minha cliente, e o cartão já está cobrando da minha cliente, sendo que não vai ter o produto em mãos, pois eu não vou realizar a confecção do buffet por não ter condições financeiras de arcar com as despesas e ainda vou ter que cobrir o valor do cartão da minha cliente nas parcelas, que também não posso.
Gostaria que a STONE entrasse em contato com a bandeira do cartão da minha cliente e realizasse o estorno, pois essa política de reter o valor por tanto tempo não é viável.
Já estou com advogados para solucionar esse problema que só está me trazendo prejuízo, pois a minha cliente disse que vai me processar, pois está no prejuízo também.",complaint,0,COMPLAINT,K3cdaFQEWaemV7JQ,Ton - Soluções de Pagamento,ton-solucoes-de-pagamento,http://ton.stone.com.br,"['Cartões de Crédito', 'Financeiras', 'Meios de pagamentos eletrônicos', 'Internet Banking']"
AXGhNX84ZCgqYJEW,2022-03-28,Estorno de valor mas continua retido ,Juazeiro,BA,Estorno do valor pago,False,"Olá, Catari!

Somos regulamentados pelo Banco Central e temos a responsabilidade de monitorar as movimentações de nossos clientes para garantir que elas estejam de acordo com a CIRCULAR N 3.681, que dispõe dos procedimentos a serem adotados pelas instituições de pagamentos.

Identificamos irregularidades em seu cadastro que não condizem com as normas estabelecidas. Por este motivo, no dia 23 de Março de 2022, enviamos um e-mail informando seu descredenciamento.

Agora, decorre um período de 120 dias a partir desta data para verificar se há valores saudáveis a serem enviados.

Vale ressaltar que todas medidas tomadas estão dentro dos parâmetros contratuais e legais.

Atenciosamente,

Time Ton.",interaction,1,ANSWER,K3cdaFQEWaemV7JQ,Ton - Soluções de Pagamento,ton-solucoes-de-pagamento,http://ton.stone.com.br,"['Cartões de Crédito', 'Financeiras', 'Meios de pagamentos eletrônicos', 'Internet Banking']"
N74bYb_ECEdXqysh,2022-02-24,acesso ao portal,São Paulo,SP,ACESSO AO PORTAL,True," MES PASSADO NÃO RECEBI MEU BOLETO, TENTEI ACESSAR O SITE, O QUAL EU JÁ TINHA UM CADASTRO, PORÉM HOUVE UMA ALTERAÇÃO NO SITE E NÃO CONSIGO ACESSAR, PELA MINHA SENHA ANTIGA DA ERRO, TENTO RECUPERAR DA CPF NÃO LOCALIZADO, TENTO COMO PRIMEIRO ACESSO CONSIGO VALIDAR O EMAIL PORÉM O CELULAT NÃO, PELO TELEFONE (Editado pelo Reclame AQUI) TENHO A INFORMÇÃO QUE EXISTE UMA FATURA EM ABERTO, PORÉM ELA PASSOU A SER DIGITAL O QUAL SÓ ACESSO PELO SITE, AO QUAL NÃO TENHO ACESSO, FICA DIFICIL ASSIM, MEU CPF  (Editado pelo Reclame AQUI) MEDIDOR (Editado pelo Reclame AQUI) , NEM O CODIGO DE BARRAS EU CONSIGO",complaint,0,COMPLAINT,N74bYb_ECEdXqysh,Ultragaz,ultragaz,http://www.ultragaz.com.br,['Químicos-Petro']
ErQvvibgQNxSh_TY,2022-03-04,acesso ao portal,São Paulo,SP,ACESSO AO PORTAL,True,"Prezada Maria,

Realizamos algumas tentativas de contato, porém sem sucesso, gostaríamos de informar que estamos com instabilidade no cadastro de clientes, pedimos desculpas. 

Encaminhamos o histórico detalhado do seu cadastro por e-mail para esclarecer possíveis dúvidas.

Continuamos à disposição através dos nossos canais digitais

 WhatsApp: Clique no link https://wa.me/5511933058481 ou adicione número (11)93305-8481;
 Chat: Acesse aqui https://www.ultragaz.com.br/institucional/area-do-cliente;
 Central de Atendimento (11) 4003-1616 (Capitais e regiões metropolitanas), 0800 886 1616 (demais regiões).

Atenciosamente,

Experiência do Cliente Ultragaz",interaction,1,ANSWER,N74bYb_ECEdXqysh,Ultragaz,ultragaz,http://www.ultragaz.com.br,['Químicos-Petro']
3G942IkjBAQUfyTH,2022-03-16,acesso ao portal,São Paulo,SP,ACESSO AO PORTAL,True,Eu mesmo que resolvi,interaction,2,FINAL_ANSWER,N74bYb_ECEdXqysh,Ultragaz,ultragaz,http://www.ultragaz.com.br,['Químicos-Petro']
72fPCHm7FhYjTToU,2022-02-03,Reembonso não efetuado,Porto Alegre,RS,Reembolso não realizado ,True,"Solicitação 1073004 referente a um produto comprado por engano - informei os dados para reembolso em 07/01, após confirmada a devolução do item (embalagem nem foi aberta). Nos dias 12 e 14 recebi emails informando que ainda estavam conferindo a transação, no dia 18 recebi email informando que até o dia 26/01 seria feito o reembolso. No dia 27 solicitei informações (já que o reembolso não havia sido realizado), fui informado por email que naquele dia mesmo o reembolso seria feito. Mais uma vez não atendido o prazo, solicitei informações no dia 28/01/22, a resposta veio dia 31/01/22 com um pedido de desculpas, sem prazo para que o reembolso fosse realizado. Três dias depois ainda aguardo informações. ",complaint,0,COMPLAINT,72fPCHm7FhYjTToU,Zoom.com.br,zoom-com-br,http://www.zoom.com.br,['Comparadores de Preço']
_hnUjhnwaiTm1VuN,2022-02-21,Reembonso não efetuado,Porto Alegre,RS,Reembolso não realizado ,True,"Oi Cristian, tudo bem?

Verifiquei e localizei o reembolso efetuado em 09/02.
Em nome do Zoom, quero te pedir desculpas por qualquer transtorno causado. 

Espero que sua experiência com nosso atendimento tenha sido ótima e acolhedora!
Fico feliz que tenha dado tudo certo e agradeço a confiança.

Abraços  

Jéssica C.
Equipe Zoom",interaction,1,ANSWER,72fPCHm7FhYjTToU,Zoom.com.br,zoom-com-br,http://www.zoom.com.br,['Comparadores de Preço']
vwR6fSnsFr7Q8qP6,2022-02-21,Reembonso não efetuado,Porto Alegre,RS,Reembolso não realizado ,True,"Empresa acabou reembolsando o valor conforme combinado, porém deixou a desejar na comunicação com o cliente e no cumprimento de datas informadas, conforme relatado.",interaction,2,FINAL_ANSWER,72fPCHm7FhYjTToU,Zoom.com.br,zoom-com-br,http://www.zoom.com.br,['Comparadores de Preço']
zalXInGrtUCbMT4W,2020-10-02,Não Caiam Nessa,Januária,MG,Atendimento,False,"Recomendo: não caiam nessa furada. Absurdo o atendimento que de Vip não tem nada. Estou há dias tentando fazer uma reserva, sempre a mesma pessoa me atende e responde (depois de 3/4dias) com má vontade, falta de educação, ironia, se recusa a me passar para outra pessoa ou superior como já solicitei, diz que ela é a superior. A impressão que tenho é que querem fazer o cliente optar pelo cancelamento para ficarem no lucro, uma vez que segundo o contrato (que obviamente pode ser contestado judicialmente) não me devolveriam nada do que paguei, mesmo sem usufruir nada. Tendo em vista a situação da covid não houve qualquer flexibilização ao cliente, absurdo, ainda assim estou tentando uma reserva, esclarecimento, pergunto uma coisa a pessoa me responde outra, ou simplesmente ignora. Uma situação nos &quot;vendida&quot; como o paraíso não tem nada de paraíso, só chateação. Haja o que houver, não recomendo, não comprem! Lugar para ir uma vez e não voltar tendo em vista o desrespeito. Como de praxe, na hora de vender faltam te pegar no colo ( quase que literalmente), quando você pretende utilizar: vem a realidade. Certamente é por isso que quando empurram você e sua família para uma salinha não te deixam pensar antes de comprar a sétima maravilha do mundo, porque bastaria um minuto no google/reclame aqui para ver a realidade do &quot;paraíso&quot;. Não caiam nessa!!!",complaint,0,COMPLAINT,zalXInGrtUCbMT4W,Vip Club Vacation,vip-club-vacation,http://www.canabravavipclub.com.br,[]
OlzHVvGN54BGcjpl,2021-01-16,Não Caiam Nessa,Januária,MG,Atendimento,False,"Olá, Graziele! Lamentamos que esteja tão insatisfeita. Nosso serviço de atendimento ao cliente já efetuou contato e segue aguardando o seu retorno.

Seguimos à disposição.",interaction,1,ANSWER,zalXInGrtUCbMT4W,Vip Club Vacation,vip-club-vacation,http://www.canabravavipclub.com.br,[]
7M7lwu9RSyOkI7kD,2021-01-16,Não Caiam Nessa,Januária,MG,Atendimento,False,"Paguei R$3.678,00 e não tive nenhum serviço prestado pela empresa por incompetência da mesma. Oferecem me ressarcir 600,00. Está claro que ganham sobre as desistências de contrato e não pela prestação de qualquer serviço. Tá explicado o porquê jogam você e sua família em uma sala e só liberam (inclusive a criança) após assinar essa [Editado pelo Reclame Aqui]. Vocês são [Editado pelo Reclame Aqui]s. [Editado pelo Reclame Aqui]am meu dinheiro, tempo é saúde.",interaction,2,REPLY,zalXInGrtUCbMT4W,Vip Club Vacation,vip-club-vacation,http://www.canabravavipclub.com.br,[]
DyewDjAolJoOYz49,2021-02-11,Não Caiam Nessa,Januária,MG,Atendimento,False,"Olá, Graziele!

O departamento jurídico está verificando a melhor forma de rescisão. Salientamos o nosso compromisso para com o nossos clientes e a preocupação em solucionar possíveis insatisfações de forma idônea.

Caso necessite de alguma orientação, poderá contatar diretamente o nosso serviço de atendimento ao cliente.",interaction,3,COMPANY_REPLY,zalXInGrtUCbMT4W,Vip Club Vacation,vip-club-vacation,http://www.canabravavipclub.com.br,[]
